Unnamed: 0,id,entry_idx,course_code,course_id,num_ratings,useful,easy,liked,num_reviews,review_text,rating_category,rating,source,type,token_list,num_token,rating_bin,rating_cat,length_bin,sample_criteria,nss_labels
100,2_101_54,100,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,This course teaches proof techniques which I assume that will be used a lot in future math courses and ended with lots of calculation. It was neither hard nor hard but I learned how to manage time wisely (took some time to get used to first-year university math tho).,liked course,1.0,data2_14810,course review,"['This', 'course', 'teaches', 'proof', 'techniques', 'which', 'I', 'assume', 'that', 'will', 'be', 'used', 'a', 'lot', 'in', 'future', 'math', 'courses', 'and', 'ended', 'with', 'lots', 'of', 'calculation', '.', 'It', 'was', 'neither', 'hard', 'nor', 'hard', 'but', 'I', 'learned', 'how', 'to', 'manage', 'time', 'wisely', '(', 'took', 'some', 'time', 'to', 'get', 'used', 'to', 'first-year', 'university', 'math', 'tho', ')', '.']",53,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]","Labels: Learning community, Academic staff and support,"
101,2_102_54,101,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"I think MATH 135 is a crucial course if you're doing anything proof related. It lays the foundation for proofs, which will be needed throughout uni if you're doing any math related program. It's not the easiest course, so pay attention in lectures, ask question and practice, practice, practice.",liked course,1.0,data2_14810,course review,"['I', 'think', 'MATH', '135', 'is', 'a', 'crucial', 'course', 'if', 'you', ""'re"", 'doing', 'anything', 'proof', 'related', '.', 'It', 'lays', 'the', 'foundation', 'for', 'proofs', ',', 'which', 'will', 'be', 'needed', 'throughout', 'uni', 'if', 'you', ""'re"", 'doing', 'any', 'math', 'related', 'program', '.', 'It', ""'s"", 'not', 'the', 'easiest', 'course', ',', 'so', 'pay', 'attention', 'in', 'lectures', ',', 'ask', 'question', 'and', 'practice', ',', 'practice', ',', 'practice', '.']",60,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]","Labels: Learning community, Academic staff and support,"
102,2_103_54,102,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"I found this course to be quite difficult, but my profs, Yu Ru Liu and Wentang Kuo, made it bearable with their office hours; 10/10 will take any course with either of them again!",disliked course,0.0,data2_14810,course review,"['I', 'found', 'this', 'course', 'to', 'be', 'quite', 'difficult', ',', 'but', 'my', 'profs', ',', 'Yu', 'Ru', 'Liu', 'and', 'Wentang', 'Kuo', ',', 'made', 'it', 'bearable', 'with', 'their', 'office', 'hours', ';', '10/10', 'will', 'take', 'any', 'course', 'with', 'either', 'of', 'them', 'again', '!']",39,[0.0],Neg,"(21.0, 41.0]","Neg_(21.0, 41.0]","Labels: Learning community,"
103,2_104_54,103,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,its okay if you do bad on the midterm. making a comeback on the final is 100% possible,liked course,1.0,data2_14810,course review,"['its', 'okay', 'if', 'you', 'do', 'bad', 'on', 'the', 'midterm', '.', 'making', 'a', 'comeback', 'on', 'the', 'final', 'is', '100', '%', 'possible']",20,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]","Labels: Teaching, Learning opportunities, Assessment and feedback, Academic staff and"
104,2_105_54,104,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,hard but study then not hard but might still be hard,liked course,1.0,data2_14810,course review,"['hard', 'but', 'study', 'then', 'not', 'hard', 'but', 'might', 'still', 'be', 'hard']",11,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]","Labels: Academic staff and support, Organisation and management, Learning community,"
105,2_106_54,105,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"Definitely a challenging course, especially if you have no prior experience with writing formal proofs. Just make sure that you practice the concepts by finding question banks online and you'll be fine!",liked course,1.0,data2_14810,course review,"['Definitely', 'a', 'challenging', 'course', ',', 'especially', 'if', 'you', 'have', 'no', 'prior', 'experience', 'with', 'writing', 'formal', 'proofs', '.', 'Just', 'make', 'sure', 'that', 'you', 'practice', 'the', 'concepts', 'by', 'finding', 'question', 'banks', 'online', 'and', 'you', ""'ll"", 'be', 'fine', '!']",36,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Learning community, Academic staff and support"
106,2_107_54,106,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"Interesting material, but truly quite difficult. Takes a lot of practice, especially before major assessments, so keeping on top of assignments and quizzes helps a lot.",liked course,1.0,data2_14810,course review,"['Interesting', 'material', ',', 'but', 'truly', 'quite', 'difficult', '.', 'Takes', 'a', 'lot', 'of', 'practice', ',', 'especially', 'before', 'major', 'assessments', ',', 'so', 'keeping', 'on', 'top', 'of', 'assignments', 'and', 'quizzes', 'helps', 'a', 'lot', '.']",31,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Covid-19 pandemic, Learning opportunities,"
107,2_108_54,107,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"This is a very well-organized course, which is great, since it is likely your first introduction to proofs, which will be absolutely central to any future math courses you take. Take note that the math in this course is very different from high school math and will probably require you to shift your thinking about mathematics from one of computation to one of puzzle-solving. Make sure to start the weekly assignments early since they can be a little unpredictable in how long they take. Also, every lecture day there is a 24-window to complete a Mobius quiz, which cumulatively count for 10% of your grade, so remember to do them (they can be easy to forget).",liked course,1.0,data2_14810,course review,"['This', 'is', 'a', 'very', 'well-organized', 'course', ',', 'which', 'is', 'great', ',', 'since', 'it', 'is', 'likely', 'your', 'first', 'introduction', 'to', 'proofs', ',', 'which', 'will', 'be', 'absolutely', 'central', 'to', 'any', 'future', 'math', 'courses', 'you', 'take', '.', 'Take', 'note', 'that', 'the', 'math', 'in', 'this', 'course', 'is', 'very', 'different', 'from', 'high', 'school', 'math', 'and', 'will', 'probably', 'require', 'you', 'to', 'shift', 'your', 'thinking', 'about', 'mathematics', 'from', 'one', 'of', 'computation', 'to', 'one', 'of', 'puzzle-solving', '.', 'Make', 'sure', 'to', 'start', 'the', 'weekly', 'assignments', 'early', 'since', 'they', 'can', 'be', 'a', 'little', 'unpredictable', 'in', 'how', 'long', 'they', 'take', '.', 'Also', ',', 'every', 'lecture', 'day', 'there', 'is', 'a', '24-window', 'to', 'complete', 'a', 'Mobius', 'quiz', ',', 'which', 'cumulatively', 'count', 'for', '10', '%', 'of', 'your', 'grade', ',', 'so', 'remember', 'to', 'do', 'them', '(', 'they', 'can', 'be', 'easy', 'to', 'forget', ')', '.']",129,[1.0],Pos,"(121.0, 141.0]","Pos_(121.0, 141.0]","Labels: Learning community, Academic staff and support,"
108,2_109_54,108,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"Learned a lot on how to properly write proofs and different mathematical ways of thinking. If you were even a bit serious about contest maths in high school, this course is an easy 90+. Also, Anton is just absolutely goated -- if you have the chance, join in on one of his lectures or even just read his lecture notes!",liked course,1.0,data2_14810,course review,"['Learned', 'a', 'lot', 'on', 'how', 'to', 'properly', 'write', 'proofs', 'and', 'different', 'mathematical', 'ways', 'of', 'thinking', '.', 'If', 'you', 'were', 'even', 'a', 'bit', 'serious', 'about', 'contest', 'maths', 'in', 'high', 'school', ',', 'this', 'course', 'is', 'an', 'easy', '90+', '.', 'Also', ',', 'Anton', 'is', 'just', 'absolutely', 'goated', '--', 'if', 'you', 'have', 'the', 'chance', ',', 'join', 'in', 'on', 'one', 'of', 'his', 'lectures', 'or', 'even', 'just', 'read', 'his', 'lecture', 'notes', '!']",66,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Learning community, Academic staff and support, Learning resources, Student"
109,2_110_54,109,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"Interesting topic, first time seeing proofs like this maybe useful for upper year math courses. Very difficult in-person but online is much easier, grading is unfair and depends on the prof (some profs gave extra bonus questions, etc). Pick Anton’s class if you can he is the best.",disliked course,0.0,data2_14810,course review,"['Interesting', 'topic', ',', 'first', 'time', 'seeing', 'proofs', 'like', 'this', 'maybe', 'useful', 'for', 'upper', 'year', 'math', 'courses', '.', 'Very', 'difficult', 'in-person', 'but', 'online', 'is', 'much', 'easier', ',', 'grading', 'is', 'unfair', 'and', 'depends', 'on', 'the', 'prof', '(', 'some', 'profs', 'gave', 'extra', 'bonus', 'questions', ',', 'etc', ')', '.', 'Pick', 'Anton', '’', 's', 'class', 'if', 'you', 'can', 'he', 'is', 'the', 'best', '.']",58,[0.0],Neg,"(41.0, 61.0]","Neg_(41.0, 61.0]","Labels: Covid-19 pandemic, Teaching, Learning opportunities, Assessment and feedback, Student voice, Learning resources, Organisation and management, Learning community, Student Union and"
110,2_111_54,110,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"this is a really great and interesting course! There is a lot of learning to do, and you do need a very consistent work ethic in order to keep up with course content. Practice makes perfect!",liked course,1.0,data2_14810,course review,"['this', 'is', 'a', 'really', 'great', 'and', 'interesting', 'course', '!', 'There', 'is', 'a', 'lot', 'of', 'learning', 'to', 'do', ',', 'and', 'you', 'do', 'need', 'a', 'very', 'consistent', 'work', 'ethic', 'in', 'order', 'to', 'keep', 'up', 'with', 'course', 'content', '.', 'Practice', 'makes', 'perfect', '!']",40,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Learning community, Academic staff and support,"
111,2_112_54,111,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"This course teaches a completely new concept for most, proofs. Once you understand how to build a proof, the course gets easier, however some students never figure that part out. I think the pacing of the course is really well. My biggest piece of advice is to do the assignments by yourself. Struggling through and failing is how you learn. This is what will allow you to figure out exactly what theorems and techniques to use when which is the key to doing well overall. I personally really enjoyed proofs by the end of the course as it is a refreshing way to look at mathematics and if you truly love math you will love this course. That being said, the course is very professor dependent, so different professors provide very different experiences in this course.",liked course,1.0,data2_14810,course review,"['This', 'course', 'teaches', 'a', 'completely', 'new', 'concept', 'for', 'most', ',', 'proofs', '.', 'Once', 'you', 'understand', 'how', 'to', 'build', 'a', 'proof', ',', 'the', 'course', 'gets', 'easier', ',', 'however', 'some', 'students', 'never', 'figure', 'that', 'part', 'out', '.', 'I', 'think', 'the', 'pacing', 'of', 'the', 'course', 'is', 'really', 'well', '.', 'My', 'biggest', 'piece', 'of', 'advice', 'is', 'to', 'do', 'the', 'assignments', 'by', 'yourself', '.', 'Struggling', 'through', 'and', 'failing', 'is', 'how', 'you', 'learn', '.', 'This', 'is', 'what', 'will', 'allow', 'you', 'to', 'figure', 'out', 'exactly', 'what', 'theorems', 'and', 'techniques', 'to', 'use', 'when', 'which', 'is', 'the', 'key', 'to', 'doing', 'well', 'overall', '.', 'I', 'personally', 'really', 'enjoyed', 'proofs', 'by', 'the', 'end', 'of', 'the', 'course', 'as', 'it', 'is', 'a', 'refreshing', 'way', 'to', 'look', 'at', 'mathematics', 'and', 'if', 'you', 'truly', 'love', 'math', 'you', 'will', 'love', 'this', 'course', '.', 'That', 'being', 'said', ',', 'the', 'course', 'is', 'very', 'professor', 'dependent', ',', 'so', 'different', 'professors', 'provide', 'very', 'different', 'experiences', 'in', 'this', 'course', '.']",149,[1.0],Pos,"(141.0, 161.0]","Pos_(141.0, 161.0]","Labels: Teaching, Learning opportunities, Assessment and feedback, Student voice, Academic staff and support, Organisation and management, Learning community, Learning resources, Learning community,"
112,2_113_54,112,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"Really interesting course, makes you explore a whole new way of understanding mathematics. Unfortunately, if you're in-person only 20% of your grade is from assignments and quizzes, and the other 80 is midterm and final. Makes it really demotivating at times because each assignment is only 1% of your grade.",liked course,1.0,data2_14810,course review,"['Really', 'interesting', 'course', ',', 'makes', 'you', 'explore', 'a', 'whole', 'new', 'way', 'of', 'understanding', 'mathematics', '.', 'Unfortunately', ',', 'if', 'you', ""'re"", 'in-person', 'only', '20', '%', 'of', 'your', 'grade', 'is', 'from', 'assignments', 'and', 'quizzes', ',', 'and', 'the', 'other', '80', 'is', 'midterm', 'and', 'final', '.', 'Makes', 'it', 'really', 'demotivating', 'at', 'times', 'because', 'each', 'assignment', 'is', 'only', '1', '%', 'of', 'your', 'grade', '.']",59,[1.0],Pos,"(41.0, 61.0]","Pos_(41.0, 61.0]","Labels: Covid-19 pandemic, Learning opportunities,"
113,2_114_54,113,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"It's an overload of information tbh, but I can see why it's useful. This is one of those ""practice makes perfect"" courses.",disliked course,0.0,data2_14810,course review,"['It', ""'s"", 'an', 'overload', 'of', 'information', 'tbh', ',', 'but', 'I', 'can', 'see', 'why', 'it', ""'s"", 'useful', '.', 'This', 'is', 'one', 'of', 'those', '``', 'practice', 'makes', 'perfect', ""''"", 'courses', '.']",29,[0.0],Neg,"(21.0, 41.0]","Neg_(21.0, 41.0]","Labels: Learning community, Academic staff and support,"
114,2_115_54,114,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,good intro to proofs,liked course,1.0,data2_14810,course review,"['good', 'intro', 'to', 'proofs']",4,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]","Labels: Academic staff and support, Organisation and management, Learning community,"
115,2_116_54,115,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"I found this course to be very challenging. might have been because I did not like my profs teaching style. proofs were nothing I have done or seen before so math135 was very new to me. the textbook isn't very useful to learn how to come up with proofs that were on any of the assessments. the weekly assignments were extremely difficult and took the average student around 5-10 hours a week to complete. weekly quizzes were good to assess textbook understanding. as someone who struggled in this course, i have to say the responses on piaaza were essentially useless when i asked questions about the course content, their response everything was a direct quotation from the textbook, or if they were feeling extra lazy would just say 'look at the course notes'.",disliked course,0.0,data2_14810,course review,"['I', 'found', 'this', 'course', 'to', 'be', 'very', 'challenging', '.', 'might', 'have', 'been', 'because', 'I', 'did', 'not', 'like', 'my', 'profs', 'teaching', 'style', '.', 'proofs', 'were', 'nothing', 'I', 'have', 'done', 'or', 'seen', 'before', 'so', 'math135', 'was', 'very', 'new', 'to', 'me', '.', 'the', 'textbook', 'is', ""n't"", 'very', 'useful', 'to', 'learn', 'how', 'to', 'come', 'up', 'with', 'proofs', 'that', 'were', 'on', 'any', 'of', 'the', 'assessments', '.', 'the', 'weekly', 'assignments', 'were', 'extremely', 'difficult', 'and', 'took', 'the', 'average', 'student', 'around', '5-10', 'hours', 'a', 'week', 'to', 'complete', '.', 'weekly', 'quizzes', 'were', 'good', 'to', 'assess', 'textbook', 'understanding', '.', 'as', 'someone', 'who', 'struggled', 'in', 'this', 'course', ',', 'i', 'have', 'to', 'say', 'the', 'responses', 'on', 'piaaza', 'were', 'essentially', 'useless', 'when', 'i', 'asked', 'questions', 'about', 'the', 'course', 'content', ',', 'their', 'response', 'everything', 'was', 'a', 'direct', 'quotation', 'from', 'the', 'textbook', ',', 'or', 'if', 'they', 'were', 'feeling', 'extra', 'lazy', 'would', 'just', 'say', ""'look"", 'at', 'the', 'course', 'notes', ""'"", '.']",145,[0.0],Neg,"(141.0, 161.0]","Neg_(141.0, 161.0]","Labels: Learning community,"
116,2_117_54,116,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"This course is great for anyone that is interested in math. It is quite different from high school math courses, as it is a whole new way of approaching mathematical problems. The course goes over techniques of proofs, which are the building blocks of many future math courses. The later half of the course goes over some number theory, I found it sufficiently challenging but still interesting. In terms of course load there are weekly assignments, but they are not too bad if you start early, and you are allowed to ask instructors for help. Be warned that the exams are fairly difficult though. Overall, a great course for any math enthusiasts to take.",liked course,1.0,data2_14810,course review,"['This', 'course', 'is', 'great', 'for', 'anyone', 'that', 'is', 'interested', 'in', 'math', '.', 'It', 'is', 'quite', 'different', 'from', 'high', 'school', 'math', 'courses', ',', 'as', 'it', 'is', 'a', 'whole', 'new', 'way', 'of', 'approaching', 'mathematical', 'problems', '.', 'The', 'course', 'goes', 'over', 'techniques', 'of', 'proofs', ',', 'which', 'are', 'the', 'building', 'blocks', 'of', 'many', 'future', 'math', 'courses', '.', 'The', 'later', 'half', 'of', 'the', 'course', 'goes', 'over', 'some', 'number', 'theory', ',', 'I', 'found', 'it', 'sufficiently', 'challenging', 'but', 'still', 'interesting', '.', 'In', 'terms', 'of', 'course', 'load', 'there', 'are', 'weekly', 'assignments', ',', 'but', 'they', 'are', 'not', 'too', 'bad', 'if', 'you', 'start', 'early', ',', 'and', 'you', 'are', 'allowed', 'to', 'ask', 'instructors', 'for', 'help', '.', 'Be', 'warned', 'that', 'the', 'exams', 'are', 'fairly', 'difficult', 'though', '.', 'Overall', ',', 'a', 'great', 'course', 'for', 'any', 'math', 'enthusiasts', 'to', 'take', '.']",127,[1.0],Pos,"(121.0, 141.0]","Pos_(121.0, 141.0]","Labels: Learning community,"
117,2_118_54,117,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"As an extremely average student, who is not especially good at math, I found this course to be both very fun and a bit challenging. Some of the content is hard to understand at first, but as long as you keep grinding out practice problems and spamming questions on Piazza you will be fine! I strongly believe that ANY student that just puts in the time and effort will succeed.",liked course,1.0,data2_14810,course review,"['As', 'an', 'extremely', 'average', 'student', ',', 'who', 'is', 'not', 'especially', 'good', 'at', 'math', ',', 'I', 'found', 'this', 'course', 'to', 'be', 'both', 'very', 'fun', 'and', 'a', 'bit', 'challenging', '.', 'Some', 'of', 'the', 'content', 'is', 'hard', 'to', 'understand', 'at', 'first', ',', 'but', 'as', 'long', 'as', 'you', 'keep', 'grinding', 'out', 'practice', 'problems', 'and', 'spamming', 'questions', 'on', 'Piazza', 'you', 'will', 'be', 'fine', '!', 'I', 'strongly', 'believe', 'that', 'ANY', 'student', 'that', 'just', 'puts', 'in', 'the', 'time', 'and', 'effort', 'will', 'succeed', '.']",76,[1.0],Pos,"(61.0, 81.0]","Pos_(61.0, 81.0]","Labels: Teaching, Learning opportunities, Assessment and feedback, Student voice, Learning community, Academic staff and support, Organisation and management, Learning resources, Learning community,"
118,2_119_54,118,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,"In the beginning of the term this course felt very useless. However, that was the most childish a wanna be theoretical physicist can tell himself. A lot of what you will learn in this course will be useful as it will be the foundation of the mathematics you will need to solve a lot of theoretical physics problems. A lot of what u learn in this course is also useful in proving equations u derive as a physicist. You will learn things like Complex numbers, Methods of Proof, The Binomial Theory, Summations and repeated multiplications. All of these concepts are useful for example when we try to approximate equations in Physics, a good understanding of Summations is required. Binomial theory may be used to expand Relativistic kinetic energy equation. Lets say u as a mathematical physicist derived an equation some how. Now u want to make sure that the equation is valid, a basic knowledge of what u learn in this course may be helpful. Complex numbers can be spotted in Schrodinger's Wave Equation. If u are serious about physics, don't take this course lightly. Although this might be an over exaggeration but I feel like this course is as important as Calculus. So In calculus you will be asked to derive Taylor polynomials, how will you do that without a basic understanding of Summations? Although the science mathematical physics students donot have to take this course before taking math 136 (linear algebra for honours math), this course is very useful in math 136. The proof techniques you learn in this course like Proof by Strong induction may be useful in Linear algebra. And all physics enthusiasts know the importance of linear algebra in physics. One can finish most of math 137 (calculus) assignments without having to look at lectures (I donot recommend this) and get a good grade. You cannot even solve the first question in math 135 before fully understanding all concepts in the lectures. I personally very much disliked this course mostly because the math learned was very new compared to what I was taught in school and it was difficult to understand these ideas. But I did enjoy learning about the new concepts. but I understand that the content taught is very important. Therefore, if u are an apprising physicist, take the course seriously. If u like pure math take this course seriously, if u like CS take this course seriously. If u like Finance take this course seriously. If u like painting take this course seriously (u need to understand the golden ratio to figure out how to make ur art perfect). Regardless of ur major, please don't undermine the value this course provides. This course sucks no doubt, but it is hella useful so pay attention in class and do all assignments even though u can drop one. A criticism I would have with this course is the lack of applications. Although this course content has many applications the course is designed in a way that suggests that there is none except in pure math. I would like that to change. And if possible please make a physics based Math135 and math 136 please and thankyou.",disliked course,0.0,data2_14810,course review,"['In', 'the', 'beginning', 'of', 'the', 'term', 'this', 'course', 'felt', 'very', 'useless', '.', 'However', ',', 'that', 'was', 'the', 'most', 'childish', 'a', 'wan', 'na', 'be', 'theoretical', 'physicist', 'can', 'tell', 'himself', '.', 'A', 'lot', 'of', 'what', 'you', 'will', 'learn', 'in', 'this', 'course', 'will', 'be', 'useful', 'as', 'it', 'will', 'be', 'the', 'foundation', 'of', 'the', 'mathematics', 'you', 'will', 'need', 'to', 'solve', 'a', 'lot', 'of', 'theoretical', 'physics', 'problems', '.', 'A', 'lot', 'of', 'what', 'u', 'learn', 'in', 'this', 'course', 'is', 'also', 'useful', 'in', 'proving', 'equations', 'u', 'derive', 'as', 'a', 'physicist', '.', 'You', 'will', 'learn', 'things', 'like', 'Complex', 'numbers', ',', 'Methods', 'of', 'Proof', ',', 'The', 'Binomial', 'Theory', ',', 'Summations', 'and', 'repeated', 'multiplications', '.', 'All', 'of', 'these', 'concepts', 'are', 'useful', 'for', 'example', 'when', 'we', 'try', 'to', 'approximate', 'equations', 'in', 'Physics', ',', 'a', 'good', 'understanding', 'of', 'Summations', 'is', 'required', '.', 'Binomial', 'theory', 'may', 'be', 'used', 'to', 'expand', 'Relativistic', 'kinetic', 'energy', 'equation', '.', 'Lets', 'say', 'u', 'as', 'a', 'mathematical', 'physicist', 'derived', 'an', 'equation', 'some', 'how', '.', 'Now', 'u', 'want', 'to', 'make', 'sure', 'that', 'the', 'equation', 'is', 'valid', ',', 'a', 'basic', 'knowledge', 'of', 'what', 'u', 'learn', 'in', 'this', 'course', 'may', 'be', 'helpful', '.', 'Complex', 'numbers', 'can', 'be', 'spotted', 'in', 'Schrodinger', ""'s"", 'Wave', 'Equation', '.', 'If', 'u', 'are', 'serious', 'about', 'physics', ',', 'do', ""n't"", 'take', 'this', 'course', 'lightly', '.', 'Although', 'this', 'might', 'be', 'an', 'over', 'exaggeration', 'but', 'I', 'feel', 'like', 'this', 'course', 'is', 'as', 'important', 'as', 'Calculus', '.', 'So', 'In', 'calculus', 'you', 'will', 'be', 'asked', 'to', 'derive', 'Taylor', 'polynomials', ',', 'how', 'will', 'you', 'do', 'that', 'without', 'a', 'basic', 'understanding', 'of', 'Summations', '?', 'Although', 'the', 'science', 'mathematical', 'physics', 'students', 'donot', 'have', 'to', 'take', 'this', 'course', 'before', 'taking', 'math', '136', '(', 'linear', 'algebra', 'for', 'honours', 'math', ')', ',', 'this', 'course', 'is', 'very', 'useful', 'in', 'math', '136', '.', 'The', 'proof', 'techniques', 'you', 'learn', 'in', 'this', 'course', 'like', 'Proof', 'by', 'Strong', 'induction', 'may', 'be', 'useful', 'in', 'Linear', 'algebra', '.', 'And', 'all', 'physics', 'enthusiasts', 'know', 'the', 'importance', 'of', 'linear', 'algebra', 'in', 'physics', '.', 'One', 'can', 'finish', 'most', 'of', 'math', '137', '(', 'calculus', ')', 'assignments', 'without', 'having', 'to', 'look', 'at', 'lectures', '(', 'I', 'donot', 'recommend', 'this', ')', 'and', 'get', 'a', 'good', 'grade', '.', 'You', 'can', 'not', 'even', 'solve', 'the', 'first', 'question', 'in', 'math', '135', 'before', 'fully', 'understanding', 'all', 'concepts', 'in', 'the', 'lectures', '.', 'I', 'personally', 'very', 'much', 'disliked', 'this', 'course', 'mostly', 'because', 'the', 'math', 'learned', 'was', 'very', 'new', 'compared', 'to', 'what', 'I', 'was', 'taught', 'in', 'school', 'and', 'it', 'was', 'difficult', 'to', 'understand', 'these', 'ideas', '.', 'But', 'I', 'did', 'enjoy', 'learning', 'about', 'the', 'new', 'concepts', '.', 'but', 'I', 'understand', 'that', 'the', 'content', 'taught', 'is', 'very', 'important', '.', 'Therefore', ',', 'if', 'u', 'are', 'an', 'apprising', 'physicist', ',', 'take', 'the', 'course', 'seriously', '.', 'If', 'u', 'like', 'pure', 'math', 'take', 'this', 'course', 'seriously', ',', 'if', 'u', 'like', 'CS', 'take', 'this', 'course', 'seriously', '.', 'If', 'u', 'like', 'Finance', 'take', 'this', 'course', 'seriously', '.', 'If', 'u', 'like', 'painting', 'take', 'this', 'course', 'seriously', '(', 'u', 'need', 'to', 'understand', 'the', 'golden', 'ratio', 'to', 'figure', 'out', 'how', 'to', 'make', 'ur', 'art', 'perfect', ')', '.', 'Regardless', 'of', 'ur', 'major', ',', 'please', 'do', ""n't"", 'undermine', 'the', 'value', 'this', 'course', 'provides', '.', 'This', 'course', 'sucks', 'no', 'doubt', ',', 'but', 'it', 'is', 'hella', 'useful', 'so', 'pay', 'attention', 'in', 'class', 'and', 'do', 'all', 'assignments', 'even', 'though', 'u', 'can', 'drop', 'one', '.', 'A', 'criticism', 'I', 'would', 'have', 'with', 'this', 'course', 'is', 'the', 'lack', 'of', 'applications', '.', 'Although', 'this', 'course', 'content', 'has', 'many', 'applications', 'the', 'course', 'is', 'designed', 'in', 'a', 'way', 'that', 'suggests', 'that', 'there', 'is', 'none', 'except', 'in', 'pure', 'math', '.', 'I', 'would', 'like', 'that', 'to', 'change', '.', 'And', 'if', 'possible', 'please', 'make', 'a', 'physics', 'based', 'Math135', 'and', 'math', '136', 'please', 'and', 'thankyou', '.']",590,[0.0],Neg,"(581.0, 601.0]","Neg_(581.0, 601.0]","Labels: Teaching, Learning opportunities, Assessment and feedback, Academic staff and support, Organisation and management, Student voice"
119,2_120_54,119,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,Incredibly helpful for anyone who wants to develop a more profound understanding of the fundamental components of algebra.,liked course,1.0,data2_14810,course review,"['Incredibly', 'helpful', 'for', 'anyone', 'who', 'wants', 'to', 'develop', 'a', 'more', 'profound', 'understanding', 'of', 'the', 'fundamental', 'components', 'of', 'algebra', '.']",19,[1.0],Pos,"(0.999, 21.0]","Pos_(0.999, 21.0]","Labels: Learning opportunities, Academic staff and support,"
120,2_121_54,120,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,The most difficult course in my 1A. Really suffered.,disliked course,0.0,data2_14810,course review,"['The', 'most', 'difficult', 'course', 'in', 'my', '1A', '.', 'Really', 'suffered', '.']",11,[0.0],Neg,"(0.999, 21.0]","Neg_(0.999, 21.0]","Labels: Academic staff and support, Learning opportunities, Organisation and management, Student Union"
121,2_122_54,121,MATH 135,Algebra for Honours Mathematics,1186,84%,41%,78%,253,the course is hard but definitely manageable. don't stress over the assignments because they are worth so little. rather you should try to understand the content on a much deeper level. that goes a long way,liked course,1.0,data2_14810,course review,"['the', 'course', 'is', 'hard', 'but', 'definitely', 'manageable', '.', 'do', ""n't"", 'stress', 'over', 'the', 'assignments', 'because', 'they', 'are', 'worth', 'so', 'little', '.', 'rather', 'you', 'should', 'try', 'to', 'understand', 'the', 'content', 'on', 'a', 'much', 'deeper', 'level', '.', 'that', 'goes', 'a', 'long', 'way']",40,[1.0],Pos,"(21.0, 41.0]","Pos_(21.0, 41.0]","Labels: Learning community, Academic staff and support, Organisation and management,"
